cell_id,hukum,ek_kosullar,toparlanma_orani,tur_onerisi,tetikleyen,ozet,ayrinti,zamanlama_notu_var
AKD_2022_01_001352,IZLE,,,,prediction_status=low_severity,"İzle, müdahale etme. Yangın bu kareyi ağır yakmamış (düşük şiddet, dNBR 0,14).","Model bu rejimde tahmin üretmiyor. Kendi toparlanması bekleniyor, müdahale listesine alınmıyor.",True
AKD_2022_01_001353,IZLE,ESKIDEN_ORMAN_DEGIL,,,prediction_status=low_severity,"İzle, müdahale etme. Yangın bu kareyi ağır yakmamış (düşük şiddet, dNBR 0,25).","Model bu rejimde tahmin üretmiyor. Kendi toparlanması bekleniyor, müdahale listesine alınmıyor. Yangın öncesi örtü otlak ve çalılık idi; orman kurma değil, mevcut örtünün onarımı düşünülmeli.",True
AKD_2022_01_001360,IZLE,,,,prediction_status=low_severity,"İzle, müdahale etme. Yangın bu kareyi ağır yakmamış (düşük şiddet, dNBR 0,11).","Model bu rejimde tahmin üretmiyor. Kendi toparlanması bekleniyor, müdahale listesine alınmıyor.",True
AKD_2022_01_001416,IZLE,,,,prediction_status=low_severity,"İzle, müdahale etme. Yangın bu kareyi ağır yakmamış (düşük şiddet, dNBR 0,16).","Model bu rejimde tahmin üretmiyor. Kendi toparlanması bekleniyor, müdahale listesine alınmıyor.",True
AKD_2022_01_001417,EROZYON_ONCE,,0.0463,"kızılçam, fıstıkçamı",toparlanma=0.05 egim=25.9>=25 <0.35,"Önce erozyon kontrolü. Toparlanma tahmini zayıf ve eğim 25,9° — dikimden önce toprak tutma önlemi gerekiyor.","Modelin tahminine göre yangın öncesi örtünün ancak %5 kadarı iki yılda geri gelecek. Dik yamaçta çıplak toprak ilk sağanakta taşınır; stabilizasyon yapılmadan yapılan dikim de birlikte gider. Yetişme ortamı: Akdeniz kuşağı, 610 m, dik yamaç (25°+). Bu koşullar için önerilen türler: kızılçam, fıstıkçamı. Tür önerisi sistemin çıkarımı değil, dışarıdan verilen tablodan okunmuştur. Tablo: ÖRNEK TABLO — OGM tür-yetişme ortamı rehberi ile değiştirilecek",True
AKD_2022_01_001418,EROZYON_ONCE,,0.0569,"kızılçam, fıstıkçamı",toparlanma=0.06 egim=26.5>=25 <0.35,"Önce erozyon kontrolü. Toparlanma tahmini zayıf ve eğim 26,5° — dikimden önce toprak tutma önlemi gerekiyor.","Modelin tahminine göre yangın öncesi örtünün ancak %6 kadarı iki yılda geri gelecek. Dik yamaçta çıplak toprak ilk sağanakta taşınır; stabilizasyon yapılmadan yapılan dikim de birlikte gider. Yetişme ortamı: Akdeniz kuşağı, 572 m, dik yamaç (25°+). Bu koşullar için önerilen türler: kızılçam, fıstıkçamı. Tür önerisi sistemin çıkarımı değil, dışarıdan verilen tablodan okunmuştur. Tablo: ÖRNEK TABLO — OGM tür-yetişme ortamı rehberi ile değiştirilecek",True
AKD_2022_01_001419,DIKIM_ADAYI,,0.0168,"kızılçam, fıstıkçamı",toparlanma=0.02 <0.35,"Aktif dikim adayı. Doğal toparlanma zayıf kalıyor, eğim (22,6°) dikime elverişli.","Modelin tahminine göre yangın öncesi örtünün ancak %2 kadarı iki yılda geri gelecek — kendi başına kapanmayacak bir açık var. Yetişme ortamı: Akdeniz kuşağı, 537 m, orta eğimli (10–25°). Bu koşullar için önerilen türler: kızılçam, fıstıkçamı. Tür önerisi sistemin çıkarımı değil, dışarıdan verilen tablodan okunmuştur. Tablo: ÖRNEK TABLO — OGM tür-yetişme ortamı rehberi ile değiştirilecek",True
AKD_2022_01_001420,IZLE,,,,prediction_status=low_severity,"İzle, müdahale etme. Yangın bu kareyi ağır yakmamış (düşük şiddet, dNBR 0,27).","Model bu rejimde tahmin üretmiyor. Kendi toparlanması bekleniyor, müdahale listesine alınmıyor.",True
AKD_2022_01_001421,IZLE,,,,prediction_status=low_severity,"İzle, müdahale etme. Yangın bu kareyi ağır yakmamış (düşük şiddet, dNBR 0,24).","Model bu rejimde tahmin üretmiyor. Kendi toparlanması bekleniyor, müdahale listesine alınmıyor.",True
AKD_2022_01_001422,IZLE,,,,prediction_status=low_severity,"İzle, müdahale etme. Yangın bu kareyi ağır yakmamış (düşük şiddet, dNBR 0,19).","Model bu rejimde tahmin üretmiyor. Kendi toparlanması bekleniyor, müdahale listesine alınmıyor.",True
AKD_2022_01_001423,IZLE,,,,prediction_status=low_severity,"İzle, müdahale etme. Yangın bu kareyi ağır yakmamış (düşük şiddet, dNBR 0,24).","Model bu rejimde tahmin üretmiyor. Kendi toparlanması bekleniyor, müdahale listesine alınmıyor.",True
AKD_2022_01_001424,DIKIM_ADAYI,,0.1686,"kızılçam, fıstıkçamı",toparlanma=0.17 <0.35,"Aktif dikim adayı. Doğal toparlanma zayıf kalıyor, eğim (16,0°) dikime elverişli.","Modelin tahminine göre yangın öncesi örtünün ancak %17 kadarı iki yılda geri gelecek — kendi başına kapanmayacak bir açık var. Yetişme ortamı: Akdeniz kuşağı, 658 m, orta eğimli (10–25°). Bu koşullar için önerilen türler: kızılçam, fıstıkçamı. Tür önerisi sistemin çıkarımı değil, dışarıdan verilen tablodan okunmuştur. Tablo: ÖRNEK TABLO — OGM tür-yetişme ortamı rehberi ile değiştirilecek",True
AKD_2022_01_001425,IZLE,,,,prediction_status=low_severity,"İzle, müdahale etme. Yangın bu kareyi ağır yakmamış (orta-düşük şiddet, dNBR 0,31).","Model bu rejimde tahmin üretmiyor. Kendi toparlanması bekleniyor, müdahale listesine alınmıyor.",True
AKD_2022_01_001426,DIKIM_ADAYI,,0.0616,"kızılçam, fıstıkçamı",toparlanma=0.06 <0.35,"Aktif dikim adayı. Doğal toparlanma zayıf kalıyor, eğim (21,3°) dikime elverişli.","Modelin tahminine göre yangın öncesi örtünün ancak %6 kadarı iki yılda geri gelecek — kendi başına kapanmayacak bir açık var. Yetişme ortamı: Akdeniz kuşağı, 602 m, orta eğimli (10–25°). Bu koşullar için önerilen türler: kızılçam, fıstıkçamı. Tür önerisi sistemin çıkarımı değil, dışarıdan verilen tablodan okunmuştur. Tablo: ÖRNEK TABLO — OGM tür-yetişme ortamı rehberi ile değiştirilecek",True
AKD_2022_01_001427,IZLE,,,,prediction_status=low_severity,"İzle, müdahale etme. Yangın bu kareyi ağır yakmamış (düşük şiddet, dNBR 0,16).","Model bu rejimde tahmin üretmiyor. Kendi toparlanması bekleniyor, müdahale listesine alınmıyor.",True
AKD_2022_01_001481,IZLE,,,,prediction_status=low_severity,"İzle, müdahale etme. Yangın bu kareyi ağır yakmamış (düşük şiddet, dNBR 0,20).","Model bu rejimde tahmin üretmiyor. Kendi toparlanması bekleniyor, müdahale listesine alınmıyor.",True
AKD_2022_01_001482,DIKIM_ADAYI,,0.0138,"kızılçam, fıstıkçamı",toparlanma=0.01 <0.35,"Aktif dikim adayı. Doğal toparlanma zayıf kalıyor, eğim (24,2°) dikime elverişli.","Modelin tahminine göre yangın öncesi örtünün ancak %1 kadarı iki yılda geri gelecek — kendi başına kapanmayacak bir açık var. Yetişme ortamı: Akdeniz kuşağı, 563 m, orta eğimli (10–25°). Bu koşullar için önerilen türler: kızılçam, fıstıkçamı. Tür önerisi sistemin çıkarımı değil, dışarıdan verilen tablodan okunmuştur. Tablo: ÖRNEK TABLO — OGM tür-yetişme ortamı rehberi ile değiştirilecek",True
AKD_2022_01_001483,DIKIM_ADAYI,,0.026,"kızılçam, fıstıkçamı",toparlanma=0.03 <0.35,"Aktif dikim adayı. Doğal toparlanma zayıf kalıyor, eğim (19,5°) dikime elverişli.","Modelin tahminine göre yangın öncesi örtünün ancak %3 kadarı iki yılda geri gelecek — kendi başına kapanmayacak bir açık var. Yetişme ortamı: Akdeniz kuşağı, 503 m, orta eğimli (10–25°). Bu koşullar için önerilen türler: kızılçam, fıstıkçamı. Tür önerisi sistemin çıkarımı değil, dışarıdan verilen tablodan okunmuştur. Tablo: ÖRNEK TABLO — OGM tür-yetişme ortamı rehberi ile değiştirilecek",True
AKD_2022_01_001484,DIKIM_ADAYI,,0.0737,"kızılçam, fıstıkçamı",toparlanma=0.07 <0.35,"Aktif dikim adayı. Doğal toparlanma zayıf kalıyor, eğim (17,6°) dikime elverişli.","Modelin tahminine göre yangın öncesi örtünün ancak %7 kadarı iki yılda geri gelecek — kendi başına kapanmayacak bir açık var. Yetişme ortamı: Akdeniz kuşağı, 476 m, orta eğimli (10–25°). Bu koşullar için önerilen türler: kızılçam, fıstıkçamı. Tür önerisi sistemin çıkarımı değil, dışarıdan verilen tablodan okunmuştur. Tablo: ÖRNEK TABLO — OGM tür-yetişme ortamı rehberi ile değiştirilecek",True
AKD_2022_01_001485,DIKIM_ADAYI,,0.129,"kızılçam, fıstıkçamı",toparlanma=0.13 <0.35,"Aktif dikim adayı. Doğal toparlanma zayıf kalıyor, eğim (12,7°) dikime elverişli.","Modelin tahminine göre yangın öncesi örtünün ancak %13 kadarı iki yılda geri gelecek — kendi başına kapanmayacak bir açık var. Yetişme ortamı: Akdeniz kuşağı, 469 m, orta eğimli (10–25°). Bu koşullar için önerilen türler: kızılçam, fıstıkçamı. Tür önerisi sistemin çıkarımı değil, dışarıdan verilen tablodan okunmuştur. Tablo: ÖRNEK TABLO — OGM tür-yetişme ortamı rehberi ile değiştirilecek",True
AKD_2022_01_001486,DIKIM_ADAYI,,0.0857,"kızılçam, fıstıkçamı",toparlanma=0.09 <0.35,"Aktif dikim adayı. Doğal toparlanma zayıf kalıyor, eğim (17,4°) dikime elverişli.","Modelin tahminine göre yangın öncesi örtünün ancak %9 kadarı iki yılda geri gelecek — kendi başına kapanmayacak bir açık var. Yetişme ortamı: Akdeniz kuşağı, 509 m, orta eğimli (10–25°). Bu koşullar için önerilen türler: kızılçam, fıstıkçamı. Tür önerisi sistemin çıkarımı değil, dışarıdan verilen tablodan okunmuştur. Tablo: ÖRNEK TABLO — OGM tür-yetişme ortamı rehberi ile değiştirilecek",True
AKD_2022_01_001487,DIKIM_ADAYI,,0.019,"kızılçam, fıstıkçamı",toparlanma=0.02 <0.35,"Aktif dikim adayı. Doğal toparlanma zayıf kalıyor, eğim (16,3°) dikime elverişli.","Modelin tahminine göre yangın öncesi örtünün ancak %2 kadarı iki yılda geri gelecek — kendi başına kapanmayacak bir açık var. Yetişme ortamı: Akdeniz kuşağı, 570 m, orta eğimli (10–25°). Bu koşullar için önerilen türler: kızılçam, fıstıkçamı. Tür önerisi sistemin çıkarımı değil, dışarıdan verilen tablodan okunmuştur. Tablo: ÖRNEK TABLO — OGM tür-yetişme ortamı rehberi ile değiştirilecek",True
AKD_2022_01_001488,DIKIM_ADAYI,,0.0508,"kızılçam, fıstıkçamı",toparlanma=0.05 <0.35,"Aktif dikim adayı. Doğal toparlanma zayıf kalıyor, eğim (13,9°) dikime elverişli.","Modelin tahminine göre yangın öncesi örtünün ancak %5 kadarı iki yılda geri gelecek — kendi başına kapanmayacak bir açık var. Yetişme ortamı: Akdeniz kuşağı, 632 m, orta eğimli (10–25°). Bu koşullar için önerilen türler: kızılçam, fıstıkçamı. Tür önerisi sistemin çıkarımı değil, dışarıdan verilen tablodan okunmuştur. Tablo: ÖRNEK TABLO — OGM tür-yetişme ortamı rehberi ile değiştirilecek",True
AKD_2022_01_001489,DIKIM_ADAYI,,0.0585,"kızılçam, fıstıkçamı",toparlanma=0.06 <0.35,"Aktif dikim adayı. Doğal toparlanma zayıf kalıyor, eğim (15,3°) dikime elverişli.","Modelin tahminine göre yangın öncesi örtünün ancak %6 kadarı iki yılda geri gelecek — kendi başına kapanmayacak bir açık var. Yetişme ortamı: Akdeniz kuşağı, 677 m, orta eğimli (10–25°). Bu koşullar için önerilen türler: kızılçam, fıstıkçamı. Tür önerisi sistemin çıkarımı değil, dışarıdan verilen tablodan okunmuştur. Tablo: ÖRNEK TABLO — OGM tür-yetişme ortamı rehberi ile değiştirilecek",True
AKD_2022_01_001490,DIKIM_ADAYI,,0.0464,"kızılçam, fıstıkçamı",toparlanma=0.05 <0.35,"Aktif dikim adayı. Doğal toparlanma zayıf kalıyor, eğim (19,2°) dikime elverişli.","Modelin tahminine göre yangın öncesi örtünün ancak %5 kadarı iki yılda geri gelecek — kendi başına kapanmayacak bir açık var. Yetişme ortamı: Akdeniz kuşağı, 614 m, orta eğimli (10–25°). Bu koşullar için önerilen türler: kızılçam, fıstıkçamı. Tür önerisi sistemin çıkarımı değil, dışarıdan verilen tablodan okunmuştur. Tablo: ÖRNEK TABLO — OGM tür-yetişme ortamı rehberi ile değiştirilecek",True
AKD_2022_01_001491,DIKIM_ADAYI,,0.0383,"kızılçam, fıstıkçamı",toparlanma=0.04 <0.35,"Aktif dikim adayı. Doğal toparlanma zayıf kalıyor, eğim (18,6°) dikime elverişli.","Modelin tahminine göre yangın öncesi örtünün ancak %4 kadarı iki yılda geri gelecek — kendi başına kapanmayacak bir açık var. Yetişme ortamı: Akdeniz kuşağı, 545 m, orta eğimli (10–25°). Bu koşullar için önerilen türler: kızılçam, fıstıkçamı. Tür önerisi sistemin çıkarımı değil, dışarıdan verilen tablodan okunmuştur. Tablo: ÖRNEK TABLO — OGM tür-yetişme ortamı rehberi ile değiştirilecek",True
AKD_2022_01_001492,DIKIM_ADAYI,,0.0091,"kızılçam, fıstıkçamı",toparlanma=0.01 <0.35,"Aktif dikim adayı. Doğal toparlanma zayıf kalıyor, eğim (18,6°) dikime elverişli.","Modelin tahminine göre yangın öncesi örtünün ancak %1 kadarı iki yılda geri gelecek — kendi başına kapanmayacak bir açık var. Yetişme ortamı: Akdeniz kuşağı, 522 m, orta eğimli (10–25°). Bu koşullar için önerilen türler: kızılçam, fıstıkçamı. Tür önerisi sistemin çıkarımı değil, dışarıdan verilen tablodan okunmuştur. Tablo: ÖRNEK TABLO — OGM tür-yetişme ortamı rehberi ile değiştirilecek",True
AKD_2022_01_001493,DIKIM_ADAYI,,0.076,"kızılçam, fıstıkçamı",toparlanma=0.08 <0.35,"Aktif dikim adayı. Doğal toparlanma zayıf kalıyor, eğim (20,0°) dikime elverişli.","Modelin tahminine göre yangın öncesi örtünün ancak %8 kadarı iki yılda geri gelecek — kendi başına kapanmayacak bir açık var. Yetişme ortamı: Akdeniz kuşağı, 500 m, orta eğimli (10–25°). Bu koşullar için önerilen türler: kızılçam, fıstıkçamı. Tür önerisi sistemin çıkarımı değil, dışarıdan verilen tablodan okunmuştur. Tablo: ÖRNEK TABLO — OGM tür-yetişme ortamı rehberi ile değiştirilecek",True
